pdf_name,mes,mes_num,dia,mayorista,minorista
19_diciembre_2025.pdf,dic,12,18,4.07,5.13
19_enero_2026.pdf,ene,1,4,3.99,4.03
19_enero_2026.pdf,ene,1,5,4.15,4.03
19_enero_2026.pdf,ene,1,6,4.23,4.0
19_enero_2026.pdf,ene,1,7,4.07,3.9
19_enero_2026.pdf,ene,1,8,3.75,3.77
19_enero_2026.pdf,ene,1,9,3.63,3.65
19_enero_2026.pdf,ene,1,10,4.56,4.03
19_enero_2026.pdf,ene,1,11,3.39,4.03
19_enero_2026.pdf,ene,1,12,3.74,4.03
19_enero_2026.pdf,ene,1,13,3.76,4.08
19_enero_2026.pdf,ene,1,14,3.86,4.08
19_enero_2026.pdf,ene,1,15,3.99,4.08
19_enero_2026.pdf,ene,1,16,3.96,4.08
19_enero_2026.pdf,ene,1,17,4.58,4.08
19_enero_2026.pdf,ene,1,18,3.73,4.08
19_febrero_2026.pdf,feb,2,6,5.95,6.72
19_febrero_2026.pdf,feb,2,7,6.08,6.72
19_febrero_2026.pdf,feb,2,8,6.08,6.72
19_febrero_2026.pdf,feb,2,9,6.1,7.03
19_febrero_2026.pdf,feb,2,10,6.28,7.03
19_febrero_2026.pdf,feb,2,11,6.35,7.16
19_febrero_2026.pdf,feb,2,12,6.25,7.16
19_febrero_2026.pdf,feb,2,13,6.15,7.23
19_febrero_2026.pdf,feb,2,14,6.15,7.23
19_febrero_2026.pdf,feb,2,15,6.15,7.23
19_febrero_2026.pdf,feb,2,16,6.1,7.32
19_febrero_2026.pdf,feb,2,17,6.08,7.32
19_febrero_2026.pdf,feb,2,18,5.95,7.39
19_febrero_2026.pdf,feb,2,3,5.21,4.62
19_febrero_2026.pdf,feb,2,4,5.44,5.51
19_febrero_2026.pdf,feb,2,5,5.71,5.23
19_febrero_2026.pdf,feb,2,6,5.91,5.23
19_febrero_2026.pdf,feb,2,7,6.31,5.63
19_febrero_2026.pdf,feb,2,8,5.87,5.63
19_febrero_2026.pdf,feb,2,9,6.15,5.63
19_febrero_2026.pdf,feb,2,10,6.27,5.63
19_febrero_2026.pdf,feb,2,11,6.26,5.63
19_febrero_2026.pdf,feb,2,12,6.22,5.63
19_febrero_2026.pdf,feb,2,13,6.11,5.63
19_febrero_2026.pdf,feb,2,14,6.35,5.63
19_febrero_2026.pdf,feb,2,16,6.18,5.25
19_febrero_2026.pdf,feb,2,17,5.54,5.65
19_febrero_2026.pdf,feb,2,18,5.59,5.55
19_marzo_2026.pdf,mar,3,6,5.85,6.98
19_marzo_2026.pdf,mar,3,7,5.85,6.98
19_marzo_2026.pdf,mar,3,8,5.85,6.98
19_marzo_2026.pdf,mar,3,9,6.15,7.16
19_marzo_2026.pdf,mar,3,10,6.33,7.16
19_marzo_2026.pdf,mar,3,11,6.4,7.28
19_marzo_2026.pdf,mar,3,12,6.4,7.28
19_marzo_2026.pdf,mar,3,13,6.4,7.46
19_marzo_2026.pdf,mar,3,14,6.4,7.46
19_marzo_2026.pdf,mar,3,15,6.4,7.46
19_marzo_2026.pdf,mar,3,16,6.4,7.75
19_marzo_2026.pdf,mar,3,17,6.4,7.75
19_marzo_2026.pdf,mar,3,18,6.4,7.75
19_marzo_2026.pdf,mar,3,3,5.95,5.83
19_marzo_2026.pdf,mar,3,4,5.8,6.08
19_marzo_2026.pdf,mar,3,5,5.74,6.08
19_marzo_2026.pdf,mar,3,6,5.92,6.08
19_marzo_2026.pdf,mar,3,7,6.29,6.08
19_marzo_2026.pdf,mar,3,8,6.03,6.08
19_marzo_2026.pdf,mar,3,9,5.81,5.97
19_marzo_2026.pdf,mar,3,10,6.4,6.12
19_marzo_2026.pdf,mar,3,13,6.69,6.2
19_marzo_2026.pdf,mar,3,15,6.31,6.38
19_noviembre_2025.pdf,nov,11,6,4.78,6.34
19_noviembre_2025.pdf,nov,11,7,4.73,6.37
19_noviembre_2025.pdf,nov,11,8,4.73,6.37
19_noviembre_2025.pdf,nov,11,9,4.73,6.37
19_noviembre_2025.pdf,nov,11,10,4.73,6.25
19_noviembre_2025.pdf,nov,11,11,4.7,6.25
19_noviembre_2025.pdf,nov,11,12,4.63,6.23
19_noviembre_2025.pdf,nov,11,13,4.58,6.23
19_noviembre_2025.pdf,nov,11,14,4.55,6.15
19_noviembre_2025.pdf,nov,11,15,4.53,6.15
19_noviembre_2025.pdf,nov,11,16,4.53,6.15
19_noviembre_2025.pdf,nov,11,17,4.48,6.09
19_noviembre_2025.pdf,nov,11,18,4.48,6.09
19_noviembre_2025.pdf,nov,11,3,4.76,4.55
19_noviembre_2025.pdf,nov,11,5,4.74,4.55
19_noviembre_2025.pdf,nov,11,9,4.26,4.55
19_noviembre_2025.pdf,nov,11,16,3.65,4.53
19_noviembre_2025.pdf,nov,11,18,4.17,4.53
19_setiembre_2025.pdf,sep,9,6,5.65,7.12
19_setiembre_2025.pdf,sep,9,7,5.65,7.12
19_setiembre_2025.pdf,sep,9,8,5.45,6.92
19_setiembre_2025.pdf,sep,9,9,5.3,6.92
19_setiembre_2025.pdf,sep,9,10,5.25,6.73
19_setiembre_2025.pdf,sep,9,11,5.25,6.73
19_setiembre_2025.pdf,sep,9,12,5.25,6.78
19_setiembre_2025.pdf,sep,9,13,5.23,6.78
19_setiembre_2025.pdf,sep,9,14,5.23,6.78
19_setiembre_2025.pdf,sep,9,15,5.28,6.52
19_setiembre_2025.pdf,sep,9,16,5.28,6.52
19_setiembre_2025.pdf,sep,9,17,5.28,6.53
19_setiembre_2025.pdf,sep,9,18,5.3,6.53
19_setiembre_2025.pdf,sep,9,7,4.9,5.4
19_setiembre_2025.pdf,sep,9,10,5.05,5.1
19_setiembre_2025.pdf,sep,9,14,4.8,5.1
19_setiembre_2025.pdf,sep,9,18,5.25,5.2
20_abril_2026.pdf,abr,4,7,5.98,7.16
20_abril_2026.pdf,abr,4,8,6.08,7.15
20_abril_2026.pdf,abr,4,9,6.2,7.15
20_abril_2026.pdf,abr,4,10,6.25,7.24
20_abril_2026.pdf,abr,4,11,6.25,7.24
20_abril_2026.pdf,abr,4,12,6.25,7.24
20_abril_2026.pdf,abr,4,13,6.25,7.38
20_abril_2026.pdf,abr,4,14,6.25,7.38
20_abril_2026.pdf,abr,4,15,6.25,7.49
20_abril_2026.pdf,abr,4,16,6.23,7.49
20_abril_2026.pdf,abr,4,17,6.23,7.43
20_abril_2026.pdf,abr,4,18,6.23,7.43
20_abril_2026.pdf,abr,4,19,6.23,7.43
20_abril_2026.pdf,abr,4,4,5.95,6.48
20_abril_2026.pdf,abr,4,5,5.47,6.48
20_abril_2026.pdf,abr,4,6,5.79,6.48
20_abril_2026.pdf,abr,4,8,6.15,6.48
20_abril_2026.pdf,abr,4,9,6.29,6.48
20_abril_2026.pdf,abr,4,11,6.81,6.48
20_abril_2026.pdf,abr,4,12,6.06,6.48
20_abril_2026.pdf,abr,4,13,6.25,6.48
20_abril_2026.pdf,abr,4,15,6.31,6.48
20_abril_2026.pdf,abr,4,16,6.13,6.48
20_abril_2026.pdf,abr,4,18,6.39,6.48
20_abril_2026.pdf,abr,4,19,5.61,6.48
20_enero_2026.pdf,ene,1,4,3.99,4.03
20_enero_2026.pdf,ene,1,5,4.15,4.03
20_enero_2026.pdf,ene,1,6,4.23,4.0
20_enero_2026.pdf,ene,1,7,4.07,3.9
20_enero_2026.pdf,ene,1,8,3.75,3.77
20_enero_2026.pdf,ene,1,9,3.63,3.65
20_enero_2026.pdf,ene,1,10,4.56,4.03
20_enero_2026.pdf,ene,1,11,3.39,4.03
20_enero_2026.pdf,ene,1,12,3.74,4.03
20_enero_2026.pdf,ene,1,13,3.76,4.08
20_enero_2026.pdf,ene,1,14,3.86,4.08
20_enero_2026.pdf,ene,1,15,3.99,4.08
20_enero_2026.pdf,ene,1,16,3.96,4.08
20_enero_2026.pdf,ene,1,17,4.58,4.08
20_enero_2026.pdf,ene,1,18,3.73,4.08
20_enero_2026.pdf,ene,1,19,3.36,4.08
20_febrero_2026.pdf,feb,2,7,6.08,6.72
20_febrero_2026.pdf,feb,2,8,6.08,6.72
20_febrero_2026.pdf,feb,2,9,6.1,7.03
20_febrero_2026.pdf,feb,2,10,6.28,7.03
20_febrero_2026.pdf,feb,2,11,6.35,7.16
20_febrero_2026.pdf,feb,2,12,6.25,7.16
20_febrero_2026.pdf,feb,2,13,6.15,7.23
20_febrero_2026.pdf,feb,2,14,6.15,7.23
20_febrero_2026.pdf,feb,2,15,6.15,7.23
20_febrero_2026.pdf,feb,2,16,6.1,7.32
20_febrero_2026.pdf,feb,2,17,6.08,7.32
20_febrero_2026.pdf,feb,2,18,5.95,7.39
20_febrero_2026.pdf,feb,2,19,5.85,7.39
20_febrero_2026.pdf,feb,2,4,5.44,5.51
20_febrero_2026.pdf,feb,2,5,5.71,5.23
20_febrero_2026.pdf,feb,2,6,5.91,5.23
20_febrero_2026.pdf,feb,2,7,6.31,5.63
20_febrero_2026.pdf,feb,2,8,5.87,5.63
20_febrero_2026.pdf,feb,2,9,6.15,5.63
20_febrero_2026.pdf,feb,2,10,6.27,5.63
20_febrero_2026.pdf,feb,2,11,6.26,5.63
20_febrero_2026.pdf,feb,2,12,6.22,5.63
20_febrero_2026.pdf,feb,2,13,6.11,5.63
20_febrero_2026.pdf,feb,2,14,6.35,5.63
20_febrero_2026.pdf,feb,2,16,6.18,5.25
20_febrero_2026.pdf,feb,2,17,5.54,5.65
20_febrero_2026.pdf,feb,2,18,5.59,5.55
20_febrero_2026.pdf,feb,2,19,5.29,6.33
20_marzo_2026.pdf,mar,3,7,5.85,6.98
20_marzo_2026.pdf,mar,3,8,5.85,6.98
20_marzo_2026.pdf,mar,3,9,6.15,7.16
20_marzo_2026.pdf,mar,3,10,6.33,7.16
20_marzo_2026.pdf,mar,3,11,6.4,7.28
20_marzo_2026.pdf,mar,3,12,6.4,7.28
20_marzo_2026.pdf,mar,3,13,6.4,7.46
20_marzo_2026.pdf,mar,3,14,6.4,7.46
20_marzo_2026.pdf,mar,3,15,6.4,7.46
20_marzo_2026.pdf,mar,3,16,6.4,7.75
20_marzo_2026.pdf,mar,3,17,6.4,7.75
20_marzo_2026.pdf,mar,3,18,6.4,7.75
20_marzo_2026.pdf,mar,3,19,6.45,7.75
20_marzo_2026.pdf,mar,3,4,5.8,6.08
20_marzo_2026.pdf,mar,3,5,5.74,6.08
20_marzo_2026.pdf,mar,3,6,5.92,6.08
20_marzo_2026.pdf,mar,3,7,6.29,6.08
20_marzo_2026.pdf,mar,3,8,6.03,6.08
20_marzo_2026.pdf,mar,3,9,5.81,5.97
20_marzo_2026.pdf,mar,3,10,6.4,6.12
20_marzo_2026.pdf,mar,3,13,6.69,6.2
20_marzo_2026.pdf,mar,3,15,6.31,6.38
20_marzo_2026.pdf,mar,3,19,6.39,6.27
20_noviembre_2025.pdf,nov,11,7,4.73,6.37
20_noviembre_2025.pdf,nov,11,8,4.73,6.37
20_noviembre_2025.pdf,nov,11,9,4.73,6.37
20_noviembre_2025.pdf,nov,11,10,4.73,6.25
20_noviembre_2025.pdf,nov,11,11,4.7,6.25
20_noviembre_2025.pdf,nov,11,12,4.63,6.23
20_noviembre_2025.pdf,nov,11,13,4.58,6.23
20_noviembre_2025.pdf,nov,11,14,4.55,6.15
20_noviembre_2025.pdf,nov,11,15,4.53,6.15
20_noviembre_2025.pdf,nov,11,16,4.53,6.15
20_noviembre_2025.pdf,nov,11,17,4.48,6.09
20_noviembre_2025.pdf,nov,11,18,4.82,6.09
20_noviembre_2025.pdf,nov,11,19,4.82,6.28
20_noviembre_2025.pdf,nov,11,5,4.74,4.55
20_noviembre_2025.pdf,nov,11,9,4.26,4.55
20_noviembre_2025.pdf,nov,11,16,3.65,4.53
20_octubre_2025.pdf,oct,10,7,4.8,6.27
20_octubre_2025.pdf,oct,10,8,4.8,6.27
20_octubre_2025.pdf,oct,10,9,4.75,6.27
20_octubre_2025.pdf,oct,10,10,4.65,6.13
20_octubre_2025.pdf,oct,10,11,4.63,6.13
20_octubre_2025.pdf,oct,10,12,4.63,6.13
20_octubre_2025.pdf,oct,10,13,4.63,6.04
20_octubre_2025.pdf,oct,10,14,4.63,6.04
20_octubre_2025.pdf,oct,10,15,4.6,5.82
20_octubre_2025.pdf,oct,10,16,4.6,5.82
20_octubre_2025.pdf,oct,10,17,4.58,5.93
20_octubre_2025.pdf,oct,10,18,4.58,5.93
20_octubre_2025.pdf,oct,10,19,4.58,5.93
20_octubre_2025.pdf,oct,10,5,4.06,5.0
20_octubre_2025.pdf,oct,10,6,4.36,4.2
20_octubre_2025.pdf,oct,10,12,3.87,4.7
20_octubre_2025.pdf,oct,10,19,3.95,4.45
21_abril_2026.pdf,abr,4,8,6.08,7.15
21_abril_2026.pdf,abr,4,9,6.2,7.15
21_abril_2026.pdf,abr,4,10,6.25,7.24
21_abril_2026.pdf,abr,4,11,6.25,7.24
21_abril_2026.pdf,abr,4,12,6.25,7.24
21_abril_2026.pdf,abr,4,13,6.25,7.38
21_abril_2026.pdf,abr,4,14,6.25,7.38
21_abril_2026.pdf,abr,4,15,6.25,7.49
21_abril_2026.pdf,abr,4,16,6.23,7.49
21_abril_2026.pdf,abr,4,17,6.23,7.43
21_abril_2026.pdf,abr,4,18,6.23,7.43
21_abril_2026.pdf,abr,4,19,6.23,7.43
21_abril_2026.pdf,abr,4,20,6.15,7.44
21_abril_2026.pdf,abr,4,5,5.47,6.48
21_abril_2026.pdf,abr,4,6,5.79,6.48
21_abril_2026.pdf,abr,4,8,6.15,6.48
21_abril_2026.pdf,abr,4,9,6.29,6.48
21_abril_2026.pdf,abr,4,11,6.81,6.48
21_abril_2026.pdf,abr,4,12,6.06,6.48
21_abril_2026.pdf,abr,4,13,6.25,6.48
21_abril_2026.pdf,abr,4,15,6.31,6.48
21_abril_2026.pdf,abr,4,16,6.13,6.48
21_abril_2026.pdf,abr,4,18,6.39,6.48
21_abril_2026.pdf,abr,4,19,5.61,6.48
21_abril_2026.pdf,abr,4,20,6.01,5.8
21_enero_2026.pdf,ene,1,5,4.15,4.03
21_enero_2026.pdf,ene,1,6,4.23,4.0
21_enero_2026.pdf,ene,1,7,4.07,3.9
21_enero_2026.pdf,ene,1,8,3.75,3.77
21_enero_2026.pdf,ene,1,9,3.63,3.65
21_enero_2026.pdf,ene,1,10,4.56,4.03
21_enero_2026.pdf,ene,1,11,3.39,4.03
21_enero_2026.pdf,ene,1,12,3.74,4.03
21_enero_2026.pdf,ene,1,13,3.76,4.08
21_enero_2026.pdf,ene,1,14,3.86,4.08
21_enero_2026.pdf,ene,1,15,3.99,4.08
21_enero_2026.pdf,ene,1,16,3.96,4.08
21_enero_2026.pdf,ene,1,17,4.58,4.08
21_enero_2026.pdf,ene,1,18,3.73,4.08
21_enero_2026.pdf,ene,1,19,3.58,4.08
21_enero_2026.pdf,ene,1,20,3.9,3.6
21_noviembre_2025.pdf,nov,11,8,4.73,6.37
21_noviembre_2025.pdf,nov,11,9,4.73,6.37
21_noviembre_2025.pdf,nov,11,10,4.73,6.25
21_noviembre_2025.pdf,nov,11,11,4.7,6.25
21_noviembre_2025.pdf,nov,11,12,4.63,6.23
21_noviembre_2025.pdf,nov,11,13,4.58,6.23
21_noviembre_2025.pdf,nov,11,14,4.55,6.15
21_noviembre_2025.pdf,nov,11,15,4.53,6.15
21_noviembre_2025.pdf,nov,11,16,4.53,6.15
21_noviembre_2025.pdf,nov,11,17,4.48,6.09
21_noviembre_2025.pdf,nov,11,18,4.82,6.09
21_noviembre_2025.pdf,nov,11,19,4.82,6.28
21_noviembre_2025.pdf,nov,11,20,4.63,6.28
21_noviembre_2025.pdf,nov,11,5,4.74,4.55
21_noviembre_2025.pdf,nov,11,9,4.26,4.55
21_noviembre_2025.pdf,nov,11,16,3.65,4.53
21_noviembre_2025.pdf,nov,11,20,4.39,4.53
21_octubre_2025.pdf,oct,10,8,4.8,6.27
21_octubre_2025.pdf,oct,10,9,4.75,6.27
21_octubre_2025.pdf,oct,10,10,4.65,6.13
21_octubre_2025.pdf,oct,10,11,4.63,6.13
21_octubre_2025.pdf,oct,10,12,4.63,6.13
21_octubre_2025.pdf,oct,10,13,4.63,6.04
21_octubre_2025.pdf,oct,10,14,4.63,6.04
21_octubre_2025.pdf,oct,10,15,4.6,5.82
21_octubre_2025.pdf,oct,10,16,4.6,5.82
21_octubre_2025.pdf,oct,10,17,4.58,5.93
21_octubre_2025.pdf,oct,10,18,4.58,5.93
21_octubre_2025.pdf,oct,10,19,4.58,5.93
21_octubre_2025.pdf,oct,10,20,4.58,5.74
21_octubre_2025.pdf,oct,10,5,4.06,5.0
21_octubre_2025.pdf,oct,10,6,4.36,4.2
21_octubre_2025.pdf,oct,10,12,3.87,4.7
21_octubre_2025.pdf,oct,10,19,3.95,4.45
22_abril_2026.pdf,abr,4,9,6.2,7.15
22_abril_2026.pdf,abr,4,10,6.25,7.24
22_abril_2026.pdf,abr,4,11,6.25,7.24
22_abril_2026.pdf,abr,4,12,6.25,7.24
22_abril_2026.pdf,abr,4,13,6.25,7.38
22_abril_2026.pdf,abr,4,14,6.25,7.38
22_abril_2026.pdf,abr,4,15,6.25,7.49
22_abril_2026.pdf,abr,4,16,6.23,7.49
22_abril_2026.pdf,abr,4,17,6.23,7.43
22_abril_2026.pdf,abr,4,18,6.23,7.43
22_abril_2026.pdf,abr,4,19,6.23,7.43
22_abril_2026.pdf,abr,4,20,6.15,7.44
22_abril_2026.pdf,abr,4,21,6.15,7.44
22_abril_2026.pdf,abr,4,6,5.79,6.48
22_abril_2026.pdf,abr,4,8,6.15,6.48
22_abril_2026.pdf,abr,4,9,6.29,6.48
22_abril_2026.pdf,abr,4,11,6.81,6.48
22_abril_2026.pdf,abr,4,12,6.06,6.48
22_abril_2026.pdf,abr,4,13,6.25,6.48
22_abril_2026.pdf,abr,4,15,6.31,6.48
22_abril_2026.pdf,abr,4,16,6.13,6.48
22_abril_2026.pdf,abr,4,18,6.39,6.48
22_abril_2026.pdf,abr,4,19,5.61,6.48
22_abril_2026.pdf,abr,4,20,6.01,5.8
22_diciembre_2025.pdf,dic,12,9,5.73,6.79
22_diciembre_2025.pdf,dic,12,10,5.68,6.86
22_diciembre_2025.pdf,dic,12,11,5.58,6.86
22_diciembre_2025.pdf,dic,12,12,5.5,6.86
22_diciembre_2025.pdf,dic,12,13,5.5,6.86
22_diciembre_2025.pdf,dic,12,14,5.5,6.86
22_diciembre_2025.pdf,dic,12,15,5.2,6.87
22_diciembre_2025.pdf,dic,12,16,5.2,6.87
22_diciembre_2025.pdf,dic,12,17,4.9,6.75
22_diciembre_2025.pdf,dic,12,18,4.7,6.75
22_diciembre_2025.pdf,dic,12,19,4.53,6.56
22_diciembre_2025.pdf,dic,12,20,4.33,6.56
22_diciembre_2025.pdf,dic,12,21,4.33,6.56
22_diciembre_2025.pdf,dic,12,7,5.39,4.8
22_diciembre_2025.pdf,dic,12,14,4.26,6.23
22_diciembre_2025.pdf,dic,12,18,4.07,5.13
22_diciembre_2025.pdf,dic,12,19,3.47,5.13
22_diciembre_2025.pdf,dic,12,21,3.82,5.13
22_enero_2026.pdf,ene,1,6,4.23,4.0
22_enero_2026.pdf,ene,1,7,4.07,3.9
22_enero_2026.pdf,ene,1,8,3.75,3.77
22_enero_2026.pdf,ene,1,9,3.63,3.65
22_enero_2026.pdf,ene,1,10,4.56,4.03
22_enero_2026.pdf,ene,1,11,3.39,4.03
22_enero_2026.pdf,ene,1,12,3.74,4.03
22_enero_2026.pdf,ene,1,13,3.76,4.08
22_enero_2026.pdf,ene,1,14,3.86,4.08
22_enero_2026.pdf,ene,1,15,3.99,4.08
22_enero_2026.pdf,ene,1,16,3.96,4.08
22_enero_2026.pdf,ene,1,17,4.58,4.08
22_enero_2026.pdf,ene,1,18,3.73,4.08
22_enero_2026.pdf,ene,1,19,3.58,4.08
22_enero_2026.pdf,ene,1,20,3.9,3.6
22_enero_2026.pdf,ene,1,21,3.79,3.98
22_octubre_2025.pdf,oct,10,9,4.75,6.27
22_octubre_2025.pdf,oct,10,10,4.65,6.13
22_octubre_2025.pdf,oct,10,11,4.63,6.13
22_octubre_2025.pdf,oct,10,12,4.63,6.13
22_octubre_2025.pdf,oct,10,13,4.63,6.04
22_octubre_2025.pdf,oct,10,14,4.63,6.04
22_octubre_2025.pdf,oct,10,15,4.6,5.82
22_octubre_2025.pdf,oct,10,16,4.6,5.82
22_octubre_2025.pdf,oct,10,17,4.58,5.93
22_octubre_2025.pdf,oct,10,18,4.58,5.93
22_octubre_2025.pdf,oct,10,19,4.58,5.93
22_octubre_2025.pdf,oct,10,20,4.58,5.74
22_octubre_2025.pdf,oct,10,21,4.68,5.74
22_octubre_2025.pdf,oct,10,6,4.36,4.2
22_octubre_2025.pdf,oct,10,12,3.87,4.7
22_octubre_2025.pdf,oct,10,19,3.95,4.45
23_enero_2026.pdf,ene,1,7,4.07,3.9
23_enero_2026.pdf,ene,1,8,3.75,3.77
23_enero_2026.pdf,ene,1,9,3.63,3.65
23_enero_2026.pdf,ene,1,10,4.56,4.03
23_enero_2026.pdf,ene,1,11,3.39,4.03
23_enero_2026.pdf,ene,1,12,3.74,4.03
23_enero_2026.pdf,ene,1,13,3.76,4.08
23_enero_2026.pdf,ene,1,14,3.86,4.08
23_enero_2026.pdf,ene,1,15,3.99,4.08
23_enero_2026.pdf,ene,1,16,3.96,4.08
23_enero_2026.pdf,ene,1,17,4.58,4.08
23_enero_2026.pdf,ene,1,18,3.73,4.08
23_enero_2026.pdf,ene,1,19,3.58,4.08
23_enero_2026.pdf,ene,1,20,3.9,3.6
23_enero_2026.pdf,ene,1,21,3.79,3.98
23_enero_2026.pdf,ene,1,22,3.94,3.98
23_febrero_2026.pdf,feb,2,10,6.28,7.03
23_febrero_2026.pdf,feb,2,11,6.35,7.16
23_febrero_2026.pdf,feb,2,12,6.25,7.16
23_febrero_2026.pdf,feb,2,13,6.15,7.23
23_febrero_2026.pdf,feb,2,14,6.15,7.23
23_febrero_2026.pdf,feb,2,15,6.15,7.23
23_febrero_2026.pdf,feb,2,16,6.1,7.32
23_febrero_2026.pdf,feb,2,17,6.08,7.32
23_febrero_2026.pdf,feb,2,18,5.95,7.39
23_febrero_2026.pdf,feb,2,19,5.85,7.39
23_febrero_2026.pdf,feb,2,20,5.78,7.42
23_febrero_2026.pdf,feb,2,7,6.31,5.63
23_febrero_2026.pdf,feb,2,8,5.87,5.63
23_febrero_2026.pdf,feb,2,9,6.15,5.63
23_febrero_2026.pdf,feb,2,10,6.27,5.63
23_febrero_2026.pdf,feb,2,11,6.26,5.63
23_febrero_2026.pdf,feb,2,12,6.22,5.63
23_febrero_2026.pdf,feb,2,13,6.11,5.63
23_febrero_2026.pdf,feb,2,14,6.35,5.63
23_febrero_2026.pdf,feb,2,16,6.18,5.25
23_febrero_2026.pdf,feb,2,17,5.54,5.65
23_febrero_2026.pdf,feb,2,18,5.59,5.55
23_febrero_2026.pdf,feb,2,19,5.29,6.33
23_febrero_2026.pdf,feb,2,20,5.77,6.03
23_febrero_2026.pdf,feb,2,22,5.02,6.03
23_marzo_2026.pdf,mar,3,10,6.33,7.16
23_marzo_2026.pdf,mar,3,11,6.4,7.28
23_marzo_2026.pdf,mar,3,12,6.4,7.28
23_marzo_2026.pdf,mar,3,13,6.4,7.46
23_marzo_2026.pdf,mar,3,14,6.4,7.46
23_marzo_2026.pdf,mar,3,15,6.4,7.46
23_marzo_2026.pdf,mar,3,16,6.4,7.56
23_marzo_2026.pdf,mar,3,17,6.4,7.56
23_marzo_2026.pdf,mar,3,18,6.4,7.59
23_marzo_2026.pdf,mar,3,19,6.45,7.59
23_marzo_2026.pdf,mar,3,20,6.4,7.69
23_marzo_2026.pdf,mar,3,21,6.4,7.69
23_marzo_2026.pdf,mar,3,22,6.4,7.69
23_marzo_2026.pdf,mar,3,7,6.29,6.08
23_marzo_2026.pdf,mar,3,8,6.03,6.08
23_marzo_2026.pdf,mar,3,9,5.81,5.97
23_marzo_2026.pdf,mar,3,10,6.4,6.12
23_marzo_2026.pdf,mar,3,13,6.69,6.2
23_marzo_2026.pdf,mar,3,15,6.31,6.38
23_marzo_2026.pdf,mar,3,19,6.39,6.27
23_marzo_2026.pdf,mar,3,21,6.71,6.68
23_octubre_2025.pdf,oct,10,10,4.65,6.13
23_octubre_2025.pdf,oct,10,11,4.63,6.13
23_octubre_2025.pdf,oct,10,12,4.63,6.13
23_octubre_2025.pdf,oct,10,13,4.63,6.04
23_octubre_2025.pdf,oct,10,14,4.63,6.04
23_octubre_2025.pdf,oct,10,15,4.6,5.82
23_octubre_2025.pdf,oct,10,16,4.6,5.82
23_octubre_2025.pdf,oct,10,17,4.58,5.93
23_octubre_2025.pdf,oct,10,18,4.58,5.93
23_octubre_2025.pdf,oct,10,19,4.58,5.93
23_octubre_2025.pdf,oct,10,20,4.58,5.89
23_octubre_2025.pdf,oct,10,21,4.68,5.89
23_octubre_2025.pdf,oct,10,22,4.65,5.89
23_octubre_2025.pdf,oct,10,12,3.87,4.7
23_octubre_2025.pdf,oct,10,19,3.95,4.45
23_setiembre_2025.pdf,sep,9,10,5.25,6.73
23_setiembre_2025.pdf,sep,9,11,5.25,6.73
23_setiembre_2025.pdf,sep,9,12,5.25,6.78
23_setiembre_2025.pdf,sep,9,13,5.23,6.78
23_setiembre_2025.pdf,sep,9,14,5.23,6.78
23_setiembre_2025.pdf,sep,9,15,5.28,6.52
23_setiembre_2025.pdf,sep,9,16,5.28,6.52
23_setiembre_2025.pdf,sep,9,17,5.28,6.53
23_setiembre_2025.pdf,sep,9,18,5.3,6.53
23_setiembre_2025.pdf,sep,9,19,5.38,6.56
23_setiembre_2025.pdf,sep,9,20,5.38,6.56
23_setiembre_2025.pdf,sep,9,21,5.38,6.56
23_setiembre_2025.pdf,sep,9,22,5.38,6.51
23_setiembre_2025.pdf,sep,9,7,4.9,5.4
23_setiembre_2025.pdf,sep,9,10,5.05,5.1
23_setiembre_2025.pdf,sep,9,14,4.8,5.1
23_setiembre_2025.pdf,sep,9,21,4.88,5.3
24_febrero_2026.pdf,feb,2,11,6.35,7.16
24_febrero_2026.pdf,feb,2,12,6.25,7.16
24_febrero_2026.pdf,feb,2,13,6.15,7.23
24_febrero_2026.pdf,feb,2,14,6.15,7.23
24_febrero_2026.pdf,feb,2,15,6.15,7.23
24_febrero_2026.pdf,feb,2,16,6.1,7.32
24_febrero_2026.pdf,feb,2,17,6.08,7.32
24_febrero_2026.pdf,feb,2,18,5.95,7.39
24_febrero_2026.pdf,feb,2,19,5.85,7.39
24_febrero_2026.pdf,feb,2,20,5.78,7.42
24_febrero_2026.pdf,feb,2,21,5.78,7.42
24_febrero_2026.pdf,feb,2,22,5.78,7.42
24_febrero_2026.pdf,feb,2,23,5.78,6.99
24_febrero_2026.pdf,feb,2,8,5.87,5.63
24_febrero_2026.pdf,feb,2,9,6.15,5.63
24_febrero_2026.pdf,feb,2,10,6.27,5.63
24_febrero_2026.pdf,feb,2,11,6.26,5.63
24_febrero_2026.pdf,feb,2,12,6.22,5.63
24_febrero_2026.pdf,feb,2,13,6.11,5.63
24_febrero_2026.pdf,feb,2,14,6.35,5.63
24_febrero_2026.pdf,feb,2,16,6.18,5.25
24_febrero_2026.pdf,feb,2,17,5.16,5.65
24_febrero_2026.pdf,feb,2,19,5.29,6.33
24_febrero_2026.pdf,feb,2,20,5.77,6.03
24_febrero_2026.pdf,feb,2,21,5.83,6.03
24_febrero_2026.pdf,feb,2,22,5.02,6.03
24_febrero_2026.pdf,feb,2,23,5.57,6.03
24_marzo_2026.pdf,mar,3,11,6.4,7.28
24_marzo_2026.pdf,mar,3,12,6.4,7.28
24_marzo_2026.pdf,mar,3,13,6.4,7.46
