pdf_name,mes,mes_num,dia,oferta_lima,oferta_sierra,oferta_costa_norte,oferta_selva,oferta_costa_sur,oferta_total
17_setiembre_2025.pdf,sep,9,4,156664.0,53435.0,0.0,3040.0,15899.0,229038.0
17_setiembre_2025.pdf,sep,9,5,103191.0,62557.0,0.0,9598.0,9944.0,185290.0
17_setiembre_2025.pdf,sep,9,6,97955.0,72622.0,0.0,6363.0,4969.0,181909.0
17_setiembre_2025.pdf,sep,9,7,24295.0,0.0,0.0,0.0,0.0,24295.0
17_setiembre_2025.pdf,sep,9,8,122354.0,85307.0,41931.0,4035.0,0.0,253628.0
17_setiembre_2025.pdf,sep,9,9,149803.0,132108.0,6940.0,4673.0,0.0,293524.0
17_setiembre_2025.pdf,sep,9,10,152889.0,88778.0,11028.0,506.0,0.0,253201.0
17_setiembre_2025.pdf,sep,9,11,113487.0,74382.0,4536.0,8426.0,22161.0,222992.0
17_setiembre_2025.pdf,sep,9,12,64824.0,0.0,12096.0,0.0,0.0,76920.0
17_setiembre_2025.pdf,sep,9,13,90027.0,84179.0,13974.0,7478.0,0.0,195659.0
17_setiembre_2025.pdf,sep,9,14,26398.0,27143.0,0.0,0.0,0.0,53541.0
17_setiembre_2025.pdf,sep,9,15,132789.0,61377.0,61733.0,3471.0,0.0,259370.0
17_setiembre_2025.pdf,sep,9,16,143524.0,132560.0,20358.0,1091.0,0.0,297533.0
17_setiembre_2025.pdf,sep,9,17,,,,,,
18_diciembre_2025.pdf,dic,12,5,103435.0,72976.0,5364.0,3340.0,0.0,185116.0
18_diciembre_2025.pdf,dic,12,6,79757.0,59124.0,8938.0,9841.0,0.0,157661.0
18_diciembre_2025.pdf,dic,12,7,25048.0,15275.0,0.0,0.0,0.0,40323.0
18_diciembre_2025.pdf,dic,12,8,116481.0,0.0,43962.0,0.0,0.0,160443.0
18_diciembre_2025.pdf,dic,12,9,46514.0,94330.0,6935.0,5215.0,0.0,152994.0
18_diciembre_2025.pdf,dic,12,10,148769.0,58624.0,14182.0,4179.0,0.0,225755.0
18_diciembre_2025.pdf,dic,12,11,100961.0,72682.0,26586.0,9168.0,0.0,209397.0
18_diciembre_2025.pdf,dic,12,12,68884.0,0.0,0.0,0.0,0.0,68884.0
18_diciembre_2025.pdf,dic,12,13,107791.0,54667.0,6089.0,13554.0,0.0,182100.0
18_diciembre_2025.pdf,dic,12,14,22236.0,0.0,0.0,0.0,0.0,22236.0
18_diciembre_2025.pdf,dic,12,15,118019.0,72182.0,35878.0,13606.0,0.0,239684.0
18_diciembre_2025.pdf,dic,12,16,123310.0,53334.0,10522.0,1497.0,0.0,188664.0
18_diciembre_2025.pdf,dic,12,17,53046.0,0.0,0.0,0.0,0.0,53046.0
18_diciembre_2025.pdf,dic,12,18,,,,,,
18_febrero_2026.pdf,feb,2,5,90796.0,72881.0,9238.0,3955.0,0.0,176872.0
18_febrero_2026.pdf,feb,2,6,96154.0,70202.0,9732.0,2494.0,0.0,178582.0
