ID1,HHID,NRO_ORDEN_ID,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M
2024,      395803501,2,1,85,12,2022, 
2024,      395901001,1,2,84,3,2021, 
2024,      396107101,1,2,12,5,2020,4
2024,      396304601,1,1,86,7,2019, 
2024,      396304701,1,2,84,9,2023, 
2024,      396402401,1,1,41,7,2021, 
2024,      396404701,1,2,104,3,2023, 
2024,      396507501,1,1,8,11,2022, 
2024,      396701701,1,1,85,9,2021, 
2024,      396706801,1,2,84,3,2024, 
2024,      396804901,1,2,87,2,2021, 
2024,      396901701,1,1,92,9,2019, 
2024,      396903401,1,1,71,8,2020, 
2024,      397108001,1,1,87,6,2024, 
2024,      397516801,1,2,60,10,2020, 
2024,      397516801,2,1,36,9,2022, 
2024,      397803901,1,2,37,12,2022,4
2024,      397907701,1,1,87,8,2024, 
2024,      397908001,1,2,48,10,2021,4
2024,      398009801,1,2,82,1,2024, 
2024,      398010001,1,2,86,2,2023, 
2024,      398104401,1,1,72,6,2019, 
2024,      398207201,1,2,82,1,2022, 
2024,      398411701,1,1,65,8,2020, 
2024,      398608601,1,2,52,8,2022, 
2024,      398613701,1,2,98,10,2022, 
2024,      398709701,1,2,67,6,2020, 
2024,      398709801,1,1,23,6,2020, 
2024,      398907301,1,2,69,7,2024, 
2024,      399006301,1,2,63,5,2024, 
2024,      399016001,1,1,79,11,2021, 
2024,      399112601,1,1,61,7,2021, 
2024,      399304701,1,2,65,4,2024, 
2024,      399403001,1,1,73,4,2019, 
2024,      399501301,1,1,53,8,2021, 
2024,      399502701,1,2,59,4,2021, 
2024,      399502701,2,1,56,4,2021, 
2024,      399502701,3,1,29,4,2021, 
2024,      399706601,1,2,5,8,2022, 
2024,      399904801,1,2,95,6,2019, 
2024,      400007301,1,1,85,11,2020, 
2024,      400310501,1,1,78,8,2024, 
2024,      400408301,1,1,86,2,2023, 
2024,      400804501,1,2,6,2,2022, 
2024,      400910101,1,1,68,3,2021, 
2024,      401006801,1,2,76,9,2024, 
2024,      401116301,1,1,16,1,2019, 
2024,      401302901,1,1,70,7,2021, 
2024,      401302901,2,2,94,5,2024, 
2024,      401512801,1,1,82,4,2022, 
2024,      401905501,1,2,78,3,2024, 
2024,      402011501,1,1,58,3,2021, 
2024,      402011501,2,1,86,4,2024, 
2024,      402102001,1,1,54,3,2021, 
2024,      402304301,1,1,75,2,2021, 
2024,      402307701,1,1,88,1,2020, 
2024,      402307701,2,2,92,12,2023, 
2024,      402309801,1,2,83,3,2022, 
2024,      402403101,1,1,52,3,2022, 
2024,      402407501,1,2,56,2,2021, 
2024,      402410301,1,1,58,8,2022, 
2024,      402412401,1,1,92,3,2019, 
2024,      402900801,1,1,44,4,2023, 
2024,      402901301,1,2,83,3,2022, 
2024,      402908201,1,2,85,2,2019, 
2024,      402909301,1,1,25,9,2023, 
2024,      403006701,1,1,58,5,2020, 
2024,      403200601,1,1,73,11,2023, 
2024,      403200601,2,2,75,2,2024, 
2024,      403201201,1,2,77,7,2023, 
2024,      403423201,1,1,85,11,2019, 
2024,      403423201,2,2,87,6,2023, 
2024,      403604901,1,2,79,10,2024, 
2024,      403806401,1,2,84,6,2020, 
2024,      403810901,1,1,76,5,2021, 
2024,      403902601,1,2,73,4,2020, 
2024,      403913101,1,2,56,3,2024, 
2024,      404012101,1,1,67,10,2023, 
2024,      404012501,1,1,70,1,2020, 
2024,      404205001,1,2,69,4,2024, 
2024,      404314001,1,2,98,1,2022, 
2024,      404407801,1,1,42,7,2021, 
2024,      404416601,1,2,16,12,2022,1
2024,      404610401,1,2,78,6,2019, 
2024,      404611301,1,1,90,8,2024, 
2024,      404707801,1,1,79,10,2023, 
2024,      404708601,1,2,39,3,2020,4
2024,      404708701,1,2,82,1,2022, 
2024,      404801303,1,1,50,2,2021, 
2024,      404901201,1,1,65,3,2020, 
2024,      405000201,1,1,84,7,2021, 
2024,      405015401,1,1,49,11,2019, 
2024,      405101601,1,2,78,3,2022, 
2024,      405103401,1,1,82,2,2024, 
2024,      405201401,1,1,91,8,2024, 
2024,      405302301,1,1,93,3,2022, 
2024,      405309601,1,1,62,4,2020, 
2024,      405705501,1,2,72,5,2020, 
2024,      405806701,1,2,58,6,2020, 
2024,      405913101,1,1,69,7,2020, 
2024,      406009601,1,1,53,9,2022, 
2024,      406111501,1,2,71,8,2020, 
2024,      406309301,1,1,82,6,2022, 
2024,      406413701,1,2,30,12,2021,4
2024,      406505101,1,2,40,10,2023,4
2024,      406604801,1,1,90,6,2020, 
2024,      406618601,1,2,58,9,2024, 
2024,      406702301,1,1,78,4,2020, 
2024,      406801501,1,2,95,9,2024, 
2024,      406907601,1,2,50,4,2022, 
2024,      407001601,1,1,0,4,2019, 
2024,      407203801,1,2,95,11,2022, 
2024,      407508601,1,2,67,7,2024, 
2024,      407809701,1,2,85,6,2020, 
2024,      407809701,2,1,52,2,2022, 
2024,      407817501,1,2,47,5,2021,4
2024,      408005101,1,1,92,7,2020, 
2024,      408005701,1,1,75,8,2020, 
2024,      408109001,1,2,64,11,2019, 
2024,      408114401,1,1,89,7,2020, 
2024,      408212401,1,2,95,3,2019, 
2024,      408305301,1,1,75,2,2021, 
2024,      408315301,1,1,76,9,2024, 
2024,      408412501,1,1,89,5,2020, 
2024,      408504201,1,2,83,11,2024, 
2024,      408603601,1,2,91,9,2023, 
2024,      408702801,1,2,54,5,2021, 
2024,      408709901,1,1,71,2,2021, 
2024,      408819701,1,2,76,9,2021, 
2024,      408912901,1,1,45,1,2021, 
2024,      409108701,1,2,83,7,2020, 
2024,      409211001,1,2,63,8,2023, 
2024,      409400601,1,2,64,9,2019, 
2024,      409412101,1,1,89,3,2023, 
2024,      409501601,1,2,87,6,2022, 
2024,      409604901,1,1,85,5,2021, 
2024,      409701601,1,2,94,2,2019, 
2024,      409800101,1,1,61,11,2020, 
2024,      410208201,1,1,21,7,2024, 
2024,      410304401,1,1,71,9,2022, 
2024,      410311801,1,1,75,7,2021, 
2024,      410312301,1,1,84,8,2023, 
2024,      410507901,1,1,55,12,2021, 
2024,      410608601,1,1,62,4,2020, 
2024,      410611001,1,1,73,10,2021, 
2024,      410612901,1,2,73,11,2023, 
2024,      410804401,1,1,50,1,2021, 
2024,      411205801,1,1,82,8,2023, 
2024,      411307601,1,2,43,4,2021,4
2024,      411309501,1,1,84,9,2022, 
2024,      411314802,1,1,86,2,2022, 
2024,      411409301,1,1,54,5,2023, 
2024,      411614301,1,2,75,3,2021, 
2024,      411916601,1,2,49,5,2024,4
2024,      412003301,1,2,38,7,2021,2
2024,      412303501,1,1,78,12,2019, 
2024,      412305501,1,1,73,6,2024, 
2024,      412405601,1,2,53,3,2022, 
2024,      412415801,1,1,42,8,2020, 
2024,      412512701,1,1,93,5,2024, 
2024,      412805801,1,2,86,9,2022, 
2024,      412806201,1,1,55,3,2021, 
2024,      412902201,1,2,67,7,2020, 
2024,      412902501,1,1,54,6,2022, 
2024,      413003401,1,1,80,4,2021, 
2024,      413003401,2,1,43,5,2021, 
2024,      413008101,1,1,66,11,2020, 
2024,      413012701,1,1,52,5,2021, 
2024,      413313201,1,1,67,8,2020, 
2024,      413313201,2,1,87,8,2024, 
2024,      413315401,1,2,79,3,2021, 
2024,      413611001,1,2,40,5,2020,4
2024,      413800201,1,1,29,10,2019, 
2024,      413803501,1,1,93,12,2021, 
2024,      413902201,1,2,39,5,2021,4
2024,      414104301,1,2,68,9,2023, 
2024,      414106101,1,1,17,7,2020, 
2024,      414204001,1,1,33,1,2023, 
2024,      414204301,1,2,79,11,2020, 
2024,      414310801,1,2,80,3,2020, 
2024,      414312101,1,1,6,1,2021, 
2024,      414409201,1,2,0,4,2019, 
2024,      414409201,2,1,70,5,2020, 
2024,      414409201,3,2,72,5,2020, 
2024,      414701601,1,1,50,2,2021, 
2024,      414701601,2,1,61,6,2024, 
2024,      414806001,1,1,76,9,2023, 
2024,      414809701,1,1,33,5,2020, 
2024,      414906301,1,1,8,4,2023, 
2024,      415100701,1,1,60,6,2023, 
2024,      415206301,1,1,46,1,2021, 
2024,      415206301,2,1,27,4,2021, 
2024,      415206301,3,1,30,7,2023, 
2024,      415400401,1,1,76,3,2021, 
2024,      415400401,2,1,62,4,2021, 
2024,      415504001,1,1,59,4,2023, 
2024,      415605301,1,1,34,5,2023, 
2024,      415606601,1,1,43,8,2023, 
2024,      415916001,1,2,31,7,2024,4
2024,      415916401,1,1,1,9,2019, 
2024,      415916401,2,2,0,2,2022, 
2024,      416000301,1,1,24,2,2022, 
2024,      416015901,1,2,0,1,2022, 
2024,      416115701,1,1,18,7,2021, 
2024,      416119201,1,2,55,12,2022, 
2024,      416119301,1,1,77,3,2019, 
2024,      416119301,2,2,83,8,2020, 
2024,      416119301,3,1,45,3,2022, 
2024,      416122301,1,1,53,10,2021, 
2024,      416202101,1,1,75,11,2022, 
2024,      416206001,1,1,27,7,2021, 
2024,      416302101,1,2,73,11,2023, 
2024,      416304701,1,2,76,3,2020, 
2024,      416402601,1,2,54,6,2021, 
2024,      416402601,2,1,34,9,2021, 
2024,      416804801,1,1,97,7,2022, 
2024,      416812401,1,2,48,3,2023,4
2024,      416902101,1,1,66,6,2020, 
2024,      417004001,1,1,72,7,2019, 
2024,      417008901,1,2,88,8,2019, 
2024,      417008901,2,1,56,11,2022, 
2024,      417214501,1,1,34,10,2024, 
2024,      417812901,1,1,64,2,2023, 
2024,      418208301,1,2,106,12,2019, 
2024,      418401001,1,1,24,6,2023, 
2024,      418600101,1,2,58,7,2021, 
2024,      418603101,1,1,77,7,2022, 
2024,      418603801,1,2,77,11,2023, 
2024,      418806801,1,1,17,5,2020, 
2024,      418903401,1,2,56,9,2022, 
2024,      418907701,1,1,5,3,2024, 
2024,      419100701,1,2,90,7,2022, 
2024,      419109601,1,2,52,8,2024, 
2024,      419602801,1,1,25,1,2020, 
2024,      419704101,1,2,22,1,2022,4
2024,      419904501,1,2,85,5,2019, 
2024,      420308101,1,2,54,9,2021, 
2024,      420600401,1,2,79,6,2019, 
2024,      420601201,1,2,63,8,2020, 
2024,      420602501,1,1,67,9,2020, 
2024,      420908901,1,2,58,2,2021, 
2024,      421110201,1,2,78,1,2019, 
2024,      421202701,1,2,69,2,2019, 
2024,      421202701,2,1,73,6,2022, 
2024,      421302301,1,2,67,10,2020, 
2024,      421304701,1,2,1,7,2023, 
2024,      421310801,1,2,67,6,2023, 
2024,      421500401,1,1,67,9,2019, 
2024,      421600401,1,1,73,10,2023, 
2024,      421607901,1,1,71,5,2023, 
2024,      421608401,1,1,81,2,2019, 
2024,      421706001,1,1,58,10,2023, 
2024,      421802901,1,2,75,2,2022, 
2024,      421901501,1,2,22,3,2021,4
2024,      421902901,1,1,64,2,2022, 
2024,      422204001,1,2,84,10,2023, 
2024,      422208001,1,2,49,3,2020,4
2024,      422410101,1,1,72,5,2020, 
2024,      422410101,2,2,65,5,2024, 
2024,      422603701,1,2,69,7,2022, 
2024,      422806501,1,2,45,10,2021,4
2024,      422902101,1,2,90,3,2024, 
2024,      423100601,1,1,68,3,2020, 
2024,      423106501,1,1,62,3,2019, 
2024,      423108601,1,2,86,4,2020, 
2024,      423403901,1,1,63,4,2020, 
2024,      423413601,1,2,83,4,2024, 
2024,      423416101,1,1,83,4,2022, 
2024,      423500401,1,2,42,7,2022,4
2024,      423502401,1,1,53,5,2021, 
2024,      423703201,1,2,79,12,2020, 
2024,      423901301,1,2,82,10,2024, 
2024,      424014101,1,1,45,3,2019, 
2024,      424014201,1,2,51,7,2022, 
2024,      424203001,1,1,73,4,2024, 
2024,      424203801,1,1,55,7,2024, 
2024,      424204901,1,1,62,3,2024, 
2024,      424301901,1,2,80,9,2022, 
2024,      424401201,1,2,48,3,2020,4
2024,      424501901,1,2,81,7,2024, 
2024,      424603101,1,1,38,1,2019, 
2024,      424703401,1,1,24,2,2022, 
2024,      424704201,1,1,57,10,2024, 
2024,      424712401,1,2,55,12,2021, 
2024,      424800201,1,1,76,2,2022, 
2024,      424800701,1,2,57,12,2022, 
2024,      424801701,1,2,59,12,2020, 
2024,      424806401,1,1,50,7,2020, 
2024,      424806401,2,1,47,6,2022, 
2024,      424806801,1,1,83,12,2023, 
2024,      425106201,1,1,53,12,2020, 
2024,      425203001,1,1,74,4,2024, 
2024,      425204201,1,2,77,1,2020, 
2024,      425204201,2,1,70,2,2021, 
2024,      425302801,1,1,80,3,2020, 
2024,      425303201,1,2,86,7,2020, 
2024,      425303301,1,1,78,10,2022, 
2024,      425404201,1,1,82,7,2019, 
2024,      425500801,1,1,82,7,2020, 
2024,      425600301,1,1,86,11,2021, 
2024,      425607101,1,1,16,7,2023, 
2024,      425610101,1,2,81,2,2022, 
2024,      425707201,1,1,72,5,2024, 
2024,      425800201,1,1,68,1,2023, 
2024,      426006901,1,2,23,7,2023,4
2024,      426102301,1,2,63,2,2020, 
2024,      426107501,1,2,102,2,2024, 
2024,      426110301,1,2,40,7,2021,4
2024,      426201201,1,2,0,7,2023, 
2024,      426410001,1,2,46,4,2020,4
2024,      426701301,1,1,61,12,2020, 
2024,      426701301,2,1,29,6,2024, 
2024,      426803701,1,1,38,5,2024, 
2024,      426812301,1,1,63,7,2024, 
2024,      427104701,1,1,75,2,2024, 
2024,      427210401,1,1,75,8,2020, 
2024,      427303401,1,1,73,9,2023, 
2024,      427500601,1,1,23,8,2021, 
2024,      427616401,1,1,74,9,2023, 
2024,      427817201,1,2,84,6,2023, 
2024,      428805201,1,1,5,11,2022, 
2024,      429102901,1,1,70,6,2022, 
2024,      429307701,1,1,58,2,2024, 
2024,      429504101,1,2,50,8,2021, 
2024,      429603901,1,2,65,3,2019, 
2024,      429700701,1,1,54,4,2024, 
2024,      429800201,1,2,98,3,2020, 
2024,      429801001,1,2,67,2,2020, 
2024,      429801001,2,1,70,5,2023, 
2024,      429803201,1,1,98,10,2023, 
2024,      430109001,1,1,59,4,2021, 
2024,      430201001,1,1,71,9,2021, 
2024,      430206301,1,1,64,2,2019, 
2024,      430214201,1,1,36,12,2023, 
2024,      430300101,1,2,76,7,2019, 
2024,      430300501,1,1,39,3,2024, 
2024,      430406501,1,2,74,6,2020, 
2024,      430512101,1,2,50,7,2019, 
2024,      430512101,2,2,27,4,2023,4
2024,      430512401,1,2,72,4,2024, 
2024,      431003101,1,1,65,11,2023, 
2024,      431008201,1,1,64,2,2023, 
2024,      431107401,1,1,32,7,2023, 
2024,      431211301,1,1,80,9,2021, 
2024,      431301101,1,1,64,10,2023, 
2024,      431310301,1,1,78,4,2023, 
2024,      431406401,1,1,83,9,2023, 
2024,      431408801,1,1,15,12,2022, 
2024,      431900201,1,1,85,2,2023, 
2024,      431904801,1,2,90,4,2024, 
2024,      432005701,1,2,35,2,2022,2
2024,      432200901,1,1,85,2,2019, 
2024,      432203401,1,1,57,7,2019, 
2024,      432311101,1,2,0,7,2020, 
2024,      432704201,1,1,88,6,2024, 
2024,      432800901,1,1,72,7,2022, 
2024,      432804101,1,1,67,8,2022, 
2024,      432906201,1,1,44,6,2021, 
2024,      432909201,1,1,28,9,2021, 
2024,      432912401,1,1,34,4,2021, 
2024,      433008101,1,1,44,3,2021, 
2024,      433406601,1,1,60,7,2020, 
2024,      433408001,1,2,96,12,2019, 
2024,      433605201,1,1,65,5,2024, 
2024,      433616501,1,1,46,10,2022, 
2024,      433700901,1,1,73,6,2022, 
2024,      433806301,1,2,7,3,2024, 
2024,      434105501,1,2,46,12,2023,4
2024,      434105601,1,2,56,2,2019, 
2024,      434113001,1,1,40,5,2022, 
2024,      434202701,1,1,78,1,2022, 
2024,      434202901,1,1,78,10,2019, 
2024,      434209001,1,1,50,8,2023, 
2024,      434400801,1,1,75,7,2022, 
2024,      434400901,1,1,85,7,2022, 
2024,      434505001,1,2,80,1,2019, 
2024,      434707101,1,2,16,12,2022,4
2024,      435211501,1,2,78,2,2024, 
2024,      435407401,1,2,35,3,2023,4
2024,      435407601,1,1,14,11,2022, 
2024,      435417001,1,1,3,4,2020, 
2024,      435511801,1,2,0,1,2020, 
2024,      435512001,1,2,5,11,2019, 
2024,      435512701,1,2,20,3,2024,4
2024,      435611101,1,1,0,2,2021, 
2024,      435705901,1,2,78,11,2023, 
2024,      435708001,1,1,20,8,2022, 
2024,      436003801,1,1,75,5,2021, 
2024,      436009801,1,1,33,5,2020, 
2024,      436101101,1,1,98,4,2020, 
2024,      436101201,1,1,100,4,2019, 
2024,      436504401,1,1,87,6,2023, 
2024,      436604701,1,1,42,6,2020, 
2024,      436606301,1,1,52,2,2021, 
2024,      436614001,1,2,76,9,2021, 
2024,      437603801,1,2,87,4,2023, 
2024,      437604501,1,2,98,2,2024, 
2024,      437901801,1,1,85,9,2023, 
2024,      437902101,1,2,83,11,2021, 
2024,      437902301,1,1,84,7,2022, 
2024,      437905401,1,2,75,1,2024, 
2024,      437906501,1,1,78,10,2020, 
2024,      438106901,1,1,72,7,2022, 
2024,      438205301,1,1,24,8,2023, 
2024,      438706701,1,2,83,4,2020, 
2024,      438803101,1,1,61,7,2023, 
2024,      439003901,1,2,82,12,2022, 
2024,      439009401,1,2,5,12,2023, 
2024,      439010801,1,2,75,4,2020, 
2024,      439101201,1,2,35,11,2021,4
2024,      439101201,2,1,19,1,2022, 
2024,      439105001,1,2,46,2,2023,4
2024,      439110401,1,2,105,6,2021, 
2024,      439205901,1,2,58,9,2019, 
2024,      439308801,1,1,50,10,2021, 
2024,      439502001,1,1,21,5,2022, 
2024,      439603201,1,1,38,9,2020, 
2024,      439603401,1,2,89,11,2019, 
2024,      439707601,1,2,45,12,2023,4
2024,      439800301,1,1,84,2,2020, 
2024,      439900301,1,1,75,6,2019, 
2024,      440001701,1,2,95,6,2020, 
2024,      440102001,1,2,87,7,2023, 
2024,      440300501,1,2,86,5,2022, 
2024,      440406001,1,2,82,3,2021, 
2024,      440505901,1,1,56,5,2023, 
2024,      440510901,1,1,80,3,2021, 
2024,      440510901,2,1,80,8,2021, 
2024,      440510901,3,1,90,12,2021, 
2024,      440606101,1,2,86,6,2022, 
2024,      440704001,1,1,94,11,2023, 
2024,      440903801,1,1,59,4,2021, 
2024,      441101701,1,2,72,8,2020, 
2024,      441207201,1,2,55,9,2019, 
2024,      441210201,1,2,75,1,2019, 
2024,      441701701,1,1,74,1,2024, 
2024,      441800801,1,2,54,6,2021, 
2024,      442108901,1,1,80,10,2021, 
2024,      442108901,2,2,78,11,2022, 
2024,      442211101,1,2,19,3,2021,4
2024,      442300601,1,2,35,7,2023,4
2024,      442306301,1,1,47,2,2022, 
2024,      442406801,1,1,81,5,2023, 
2024,      442504701,1,1,73,7,2020, 
2024,      442701601,1,2,72,4,2023, 
2024,      442807301,1,2,88,5,2023, 
2024,      443008601,1,1,25,8,2020, 
2024,      443008601,2,2,65,1,2022, 
2024,      443201101,1,1,91,5,2022, 
2024,      443703301,1,2,75,2,2021, 
2024,      443800201,1,1,20,8,2020, 
2024,      443804601,1,2,33,12,2023,4
2024,      444103001,1,1,66,6,2021, 
2024,      444209101,1,1,64,3,2022, 
2024,      444209901,1,2,77,8,2019, 
2024,      444209901,2,2,52,7,2020, 
2024,      444314701,1,2,82,7,2020, 
2024,      444317701,1,1,89,5,2023, 
2024,      444506601,1,2,85,9,2023, 
2024,      444606101,1,1,85,1,2022, 
2024,      444700401,1,1,48,7,2020, 
2024,      444710401,1,2,97,5,2020, 
2024,      445006301,1,2,27,3,2019,4
2024,      445010701,1,2,66,6,2021, 
2024,      445101801,1,1,86,11,2023, 
2024,      445101801,2,2,86,11,2023, 
2024,      445202601,1,2,89,1,2020, 
2024,      445310601,1,2,52,12,2019, 
2024,      445311801,1,2,84,5,2023, 
2024,      445501501,1,1,87,2,2019, 
2024,      445605501,1,2,67,11,2020, 
2024,      445613801,1,2,85,10,2022, 
2024,      445703601,1,1,84,3,2024, 
2024,      445710801,1,2,88,4,2022, 
2024,      445801301,1,1,50,8,2020, 
2024,      445817401,1,2,80,6,2022, 
2024,      446203001,1,1,62,2,2021, 
2024,      446204401,1,1,60,2,2021, 
2024,      446208501,1,1,60,9,2020, 
2024,      446217701,1,2,91,6,2021, 
2024,      446405001,1,1,68,7,2022, 
2024,      446410701,1,1,73,11,2021, 
2024,      446600401,1,2,67,5,2019, 
2024,      446604201,1,1,76,3,2020, 
2024,      446700401,1,2,37,9,2023,4
2024,      446801201,1,1,67,8,2020, 
2024,      446903001,1,2,70,11,2019, 
2024,      446911401,1,2,50,8,2020, 
2024,      446915501,1,1,79,2,2020, 
2024,      447001101,1,1,82,4,2020, 
2024,      447002801,1,2,52,6,2021, 
2024,      447104801,1,1,61,12,2022, 
2024,      447208801,1,1,64,6,2021, 
2024,      447402901,1,2,57,6,2022, 
2024,      447416801,1,2,59,4,2021, 
2024,      447418701,1,2,80,5,2020, 
2024,      447511901,1,1,70,8,2020, 
2024,      447606201,1,1,94,11,2020, 
2024,      447611901,1,1,80,1,2022, 
2024,      447703001,1,1,0,2,2021, 
2024,      447709801,1,2,85,3,2020, 
2024,      447903501,1,1,90,2,2020, 
2024,      448001101,1,1,79,5,2020, 
2024,      448610301,1,1,52,12,2023, 
2024,      448706801,1,2,95,2,2022, 
2024,      448804501,1,1,81,4,2020, 
2024,      449103801,1,1,95,6,2023, 
2024,      449202601,1,1,26,2,2023, 
2024,      449502001,1,2,27,8,2020,4
2024,      449503701,1,1,30,9,2020, 
2024,      449611301,1,1,101,2,2020, 
2024,      449802001,1,1,27,2,2022, 
2024,      450000301,1,1,69,2,2022, 
2024,      450400901,1,1,74,2,2021, 
2024,      450405801,1,2,85,8,2020, 
2024,      450514901,1,1,68,3,2023, 
2024,      450700601,1,1,50,7,2023, 
2024,      450704101,1,2,15,2,2019,4
2024,      450704301,1,2,32,2,2019,4
2024,      450704301,2,1,0,2,2019, 
2024,      450803001,1,2,69,11,2023, 
2024,      450903701,1,2,70,1,2020, 
2024,      450903801,1,2,62,1,2023, 
2024,      450905901,1,1,16,2,2021, 
2024,      450905901,2,2,72,3,2024, 
2024,      451001001,1,1,47,9,2023, 
2024,      451202301,1,1,93,12,2022, 
2024,      451203001,1,1,28,4,2023, 
2024,      451501901,1,2,72,10,2021, 
2024,      451502001,1,2,85,9,2020, 
2024,      451502801,1,2,65,8,2023, 
2024,      451507701,1,2,79,9,2020, 
2024,      451709201,1,1,87,6,2020, 
2024,      452004401,1,1,70,8,2021, 
2024,      452102801,1,2,90,2,2021, 
2024,      452109401,1,2,86,7,2021, 
2024,      452211901,1,2,82,4,2019, 
2024,      452301601,1,1,10,5,2019, 
2024,      452303801,1,2,79,11,2023, 
2024,      452500501,1,2,79,5,2022, 
2024,      452804501,1,1,33,1,2024, 
2024,      452805101,1,2,75,5,2020, 
2024,      452906301,1,1,63,9,2021, 
2024,      452912601,1,1,80,3,2019, 
2024,      453206001,1,1,95,3,2021, 
2024,      453305201,1,2,21,3,2021,4
2024,      453500801,1,1,29,3,2024, 
2024,      453510001,1,2,84,5,2020, 
2024,      453608301,1,2,74,9,2022, 
2024,      453608301,2,1,99,10,2022, 
2024,      453610601,1,2,88,6,2020, 
2024,      453615701,1,2,78,1,2020, 
2024,      453615701,2,1,42,10,2021, 
2024,      453615702,1,1,44,10,2021, 
2024,      453714801,1,1,61,3,2022, 
2024,      453809301,1,2,53,10,2021, 
2024,      454004201,1,1,80,2,2024, 
2024,      454009001,1,1,30,5,2021, 
2024,      454012101,1,1,57,9,2020, 
2024,      454013501,1,2,0,10,2023, 
2024,      454017101,1,1,49,10,2021, 
2024,      454203001,1,1,77,4,2021, 
2024,      454307201,1,2,65,7,2020, 
2024,      454307201,2,1,28,7,2020, 
2024,      454400501,1,2,69,12,2022, 
2024,      454401101,1,1,33,5,2020, 
2024,      454703901,1,2,78,1,2019, 
2024,      454909701,1,1,56,10,2019, 
2024,      455003301,1,1,60,2,2024, 
2024,      455009901,1,1,76,3,2021, 
2024,      455311401,1,2,65,7,2020, 
2024,      455400801,1,1,95,12,2020, 
2024,      455501201,1,1,88,3,2020, 
2024,      455503301,1,1,84,6,2021, 
2024,      455504801,1,1,26,8,2020, 
2024,      456006101,1,2,83,9,2021, 
2024,      456208101,1,2,74,5,2020, 
2024,      456210801,1,2,51,4,2020, 
2024,      456300701,1,2,93,6,2022, 
2024,      456502801,1,2,94,3,2020, 
2024,      456504801,1,1,50,10,2019, 
2024,      456600901,1,1,88,6,2023, 
2024,      456701201,1,1,70,3,2022, 
2024,      456703001,1,2,73,3,2021, 
2024,      456801501,1,1,89,2,2024, 
2024,      456810001,1,2,87,7,2022, 
2024,      456903201,1,2,36,4,2023,4
2024,      457401901,1,2,9,10,2019, 
2024,      457401901,2,1,6,10,2019, 
2024,      457500601,1,2,82,9,2021, 
2024,      457500601,2,1,91,2,2022, 
2024,      457614001,1,2,85,5,2019, 
2024,      457810001,1,1,63,3,2023, 
2024,      457904801,1,1,53,9,2019, 
2024,      458000801,1,1,60,6,2019, 
2024,      458008001,1,2,64,11,2022, 
2024,      458306601,1,1,69,12,2021, 
2024,      458414301,1,1,69,7,2020, 
2024,      458604401,1,2,65,1,2022, 
2024,      458607001,1,1,92,1,2021, 
2024,      458711201,1,1,80,8,2023, 
2024,      458801801,1,1,68,3,2021, 
2024,      458914501,1,2,38,7,2019,4
2024,      459211701,1,1,82,1,2019, 
2024,      459301801,1,1,41,8,2019, 
2024,      459307301,1,1,90,12,2022, 
2024,      459401101,1,1,76,5,2020, 
2024,      459501201,1,1,48,9,2022, 
2024,      459501201,2,2,46,5,2023,4
2024,      459502501,1,1,83,1,2021, 
2024,      459512201,1,2,57,2,2024, 
2024,      459701901,1,2,93,4,2020, 
2024,      459907801,1,1,64,11,2019, 
2024,      459915701,1,1,84,5,2020, 
2024,      460208201,1,2,62,4,2022, 
2024,      460211301,1,2,7,7,2023, 
2024,      460211301,2,2,0,5,2024, 
2024,      460508201,1,1,92,3,2022, 
2024,      460804601,1,1,0,7,2021, 
2024,      460813801,1,1,62,3,2021, 
2024,      460913101,1,2,71,5,2020, 
2024,      461202701,1,2,45,7,2023,4
2024,      461310601,1,1,88,3,2022, 
2024,      461313901,1,1,91,2,2024, 
2024,      461400101,1,2,60,4,2020, 
2024,      462305401,1,1,89,3,2021, 
2024,      462306001,1,1,82,8,2022, 
2024,      462306001,2,2,85,11,2022, 
2024,      462415101,1,1,71,3,2023, 
2024,      462415101,2,2,66,10,2023, 
2024,      462503601,1,1,72,3,2022, 
2024,      462505501,1,1,71,2,2021, 
2024,      462505501,2,1,81,4,2023, 
2024,      462703501,1,2,68,2,2024, 
2024,      462805401,1,2,63,4,2021, 
2024,      462809601,1,1,81,10,2023, 
2024,      463005501,1,2,75,5,2020, 
2024,      463005501,2,2,50,4,2021, 
2024,      463014401,1,1,76,6,2020, 
2024,      463201901,1,1,73,5,2023, 
2024,      463301801,1,1,75,1,2022, 
2024,      463907901,1,1,23,9,2023, 
2024,      463910501,1,1,62,7,2019, 
2024,      464101101,1,1,73,5,2022, 
2024,      464319001,1,2,85,8,2023, 
2024,      464508301,1,2,93,12,2023, 
2024,      464704001,1,1,76,5,2023, 
2024,      464710801,1,2,72,5,2020, 
2024,      464800201,1,2,68,6,2019, 
2024,      464800201,2,1,78,3,2022, 
2024,      464803601,1,1,67,3,2022, 
2024,      465403401,1,1,81,4,2021, 
2024,      465506101,1,1,70,6,2020, 
2024,      465507801,1,2,47,7,2021,4
2024,      466324601,1,1,68,12,2020, 
2024,      466708101,1,1,60,7,2020, 
2024,      466911001,1,2,11,6,2019, 
2024,      467309201,1,1,61,8,2019, 
2024,      467309201,2,1,86,11,2022, 
2024,      467405901,1,1,62,1,2023, 
2024,      467606001,1,2,93,6,2021, 
2024,      467705601,1,2,82,3,2023, 
2024,      467907001,1,2,54,8,2022, 
2024,      468009001,1,2,83,11,2020, 
